,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster13
NAA35,6.67704524754822e-09,1.94871526847299e-08,2.34250284260615e-08,8.14813316672375e-09,2.98060458412568e-08,0,1.44318161387417e-08,3.60717104788815e-08,4.83192264067401e-09,1.24565848731763e-08,0,1.9850766192785e-08,0
GOLM1,1.24109710172189e-06,0,0,1.19019563284218e-06,0,2.19903949212991e-06,0,0,0,0,0,0,0
ISCA1,2.31334045434556e-08,1.24167018515235e-07,1.24664879499702e-07,3.44978373696148e-08,3.72878988543564e-08,0,5.33098707229696e-08,1.30630242501613e-07,4.87386977843123e-08,1.49957600430398e-07,0,2.06313607058043e-07,0
ZCCHC6,1.51327729267635e-07,0,1.07095107417773e-07,3.89434821237563e-07,5.80359949311955e-08,3.10862492060383e-07,1.13320515575971e-07,2.334402524715e-07,9.70128135192261e-08,3.0948790549099e-08,0,1.67128439225431e-07,0
GAS1,0,0,0,0,0,0,9.34134973528916e-07,0,0,0,0,0,0
DAPK1,2.72635920630833e-06,0,0,5.87552624704871e-07,0,0,3.05344075161738e-07,0,9.14104546433838e-07,5.06497880149974e-07,0,1.19862766579589e-06,0
CTSL,3.25629595361467e-05,3.22770996503094e-06,1.24284410727991e-06,1.05656993533215e-05,0,0,2.75257872309078e-07,1.02410142572005e-06,4.00468729285989e-06,6.14042034717873e-07,0,1.02585295874643e-06,2.98946145669661e-05
CDK20,0,0,1.57744123053462e-08,0,0,0,0,0,0,0,0,0,0
SPIN1,7.32662199453226e-09,1.28282137541689e-08,4.72662901514728e-09,1.52562058219637e-08,7.14457444546118e-09,0,0,2.77863655642179e-08,1.15876924481086e-08,1.05361271347552e-08,0,1.20700688313472e-08,0
C9orf47,6.22025720810887e-08,0,0,0,0,0,0,0,0,0,0,0,0
S1PR3,1.11527045530867e-07,0,0,4.19252330514262e-07,0,0,0,0,0,0,0,0,0
CKS2,4.74272974746172e-08,4.44205001862925e-08,4.19163077478708e-08,3.3088707888615e-08,1.10354672737218e-07,0,7.30291846460783e-08,2.24416489380039e-07,4.19628621287189e-08,5.48468248724861e-07,0,4.49847356610891e-07,0
SECISBP2,3.04303084292955e-10,3.52005569836409e-10,6.60799825951841e-10,4.05731852858979e-10,2.13691256394102e-10,0,2.86885551980771e-10,6.90187269588473e-10,2.94273978985922e-10,6.5750117476223e-10,8.3622787530918e-09,6.15572928388566e-10,0
SEMA4D,2.17644225902986e-07,7.13399861157776e-07,2.74448392318975e-07,1.92219338751866e-07,1.00643790713566e-07,5.30046591024709e-07,5.13922240893074e-07,1.18841983025656e-07,1.04203029366471e-07,8.61034627717455e-08,0,7.05933929867092e-08,0
GADD45G,4.49544209068364e-05,0,3.69363427208192e-05,0,0,0,6.34563607674133e-05,0.000626440503530751,4.52474678179472e-05,8.77886088135924e-05,0,3.26992224876241e-05,0
SYK,1.10208580930567e-05,0,0,8.72263345027588e-06,7.20920703871029e-06,0,5.1238666160868e-06,0,1.0181991227998e-05,1.19882219584878e-06,0,1.00184070412e-05,0
RP11-305L7.1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUH,0,1.36518400438743e-09,2.40475860496176e-09,4.45006773111866e-10,1.87405720747487e-09,0,1.95684928149463e-09,1.4071396214122e-09,2.94570107706324e-10,1.91013408926623e-09,0,2.89533166687522e-09,0
NFIL3,2.39089413839983e-07,0,0,3.05388244535193e-07,0,0,0,0,4.79943902240069e-07,4.1622400472402e-07,0,0,0
SPTLC1,4.11920505730383e-08,0,1.21858026963113e-08,4.48129648109895e-08,3.40813654782543e-08,1.91356766484686e-07,5.3881648450106e-08,0,1.3455418033903e-08,2.31484920165294e-08,0,0,0
IARS,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL8,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPP,0,0,0,7.76760549688057e-10,9.94593835913543e-10,5.30238308007386e-09,0,0,0,0,0,3.06994740526956e-09,0
IPPK,1.03028549107693e-10,1.02836616726e-09,0,8.01738272524986e-10,4.85705568448406e-10,0,0,1.72055378404277e-09,1.11227413380205e-09,6.57563973849712e-10,0,6.14888988791808e-10,0
BICD2,4.03240031417308e-09,5.42802468669773e-09,2.14697717869542e-09,1.2632081858818e-08,6.29240690123279e-09,0,2.31451649739477e-09,0,9.01583635477166e-09,1.30916336112682e-08,0,1.58146522196405e-08,0
ZNF484,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD3,2.66914063773449e-06,1.12848445912834e-05,1.82601437123788e-06,4.81097706904729e-06,2.09863889706134e-06,1.02749064557475e-05,5.4895222252537e-06,6.13229225110496e-06,1.5849330301818e-06,7.11392305081161e-07,0,0,0
SUSD3,1.50342106038964e-07,3.76518194875004e-06,2.64100514349338e-06,1.73615017301983e-07,1.13952230254573e-06,0,7.5388614431727e-07,4.65777008108875e-07,1.4003551468756e-07,7.12525693103428e-07,0,0,0
C9orf89,0,0,0,0,0,0,0,0,0,0,0,0,0
NINJ1,1.28387736871215e-05,1.22310157599861e-06,3.87084591147553e-07,6.00685074082565e-06,1.85161888646142e-07,1.93389149978973e-06,2.47347207883233e-06,1.9717853293473e-06,1.0842107512001e-05,1.72977149832079e-06,0,6.75424348170762e-06,1.87607161768746e-05
RP11-165J3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM120AOS,4.27569321385684e-09,1.54777177418802e-09,9.36838269557185e-10,7.52431092042939e-09,1.99033457014295e-09,3.89469486180573e-09,2.88377308831623e-09,1.22208316237557e-09,4.80774461469313e-09,3.69650955937216e-09,0,5.29994534681189e-10,0
FAM120A,1.48396568096907e-09,7.46804738864684e-10,1.07035631940967e-09,1.94485472784257e-09,7.70531358797756e-10,0,1.18493732368017e-09,0,1.77205106361922e-09,5.60692941958181e-10,0,6.36036665296961e-10,0
PHF2,2.42918677496517e-08,0,0,3.1658110585525e-08,0,0,1.3633030635162e-08,0,8.382556171202e-09,0,0,0,0
PTPDC1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF169,4.3893022492336e-08,0,2.18772715782478e-07,2.05812575778667e-07,8.65217773800762e-08,5.78708845858477e-07,3.11290177191561e-07,0,1.708920584844e-07,1.19936243965036e-07,0,0,0
HIATL1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBP1,1.84933773101505e-06,0,5.96806127480623e-07,1.57684195800426e-06,9.52889799479398e-07,0,9.32449272193363e-07,0,8.0793726370077e-07,0,0,0,0
C9orf3,5.03603587850407e-08,0,0,0,0,0,0,0,0,5.36671325198334e-07,0,1.75484929434781e-06,0
FANCC,0,0,0,0,2.98098699497599e-08,0,0,0,1.42461717270853e-08,3.541117430269e-08,0,4.21056184844434e-08,0
PTCH1,0,0,0,0,0,0.00118739492561601,0,0,0,0,0,0,0
ERCC6L2,1.06958245494502e-08,4.89108630127578e-08,0,1.15702284854255e-08,4.10605119630109e-08,0,2.64549908730969e-08,3.05661821995029e-08,9.6204407419166e-09,2.44581772617538e-08,0,2.19639192198181e-08,0
SLC35D2,3.11667159662124e-08,0,5.19023246813893e-08,0,0,0,0,0,0,0,0,6.38292691134218e-08,0
ZNF367,0,0,6.8702897154079e-10,0,0,0,0,2.29434632737727e-09,0,0,0,0,0
HABP4,3.69116366664715e-08,3.9384500265624e-07,1.10570276077779e-07,0,3.91735879508656e-07,1.11233253689937e-06,0,0,9.86887075377629e-08,0,0,0,0
CDC14B,0,0,0,0,3.53617454732878e-07,2.55627550758384e-06,0,0,0,0,0,0,4.47422653222084e-05
AAED1,1.19320981048689e-06,3.64041416986504e-07,2.02098529202183e-07,6.31738425409935e-07,2.61815840189085e-07,7.79297217928756e-07,1.81875907205916e-07,7.55605127517454e-07,1.28950937597151e-06,6.44858192312214e-07,0,4.48900171066066e-07,0
ZNF510,2.30896952960759e-11,5.73341975045062e-10,3.53932100642393e-10,1.62564691296167e-10,0,1.21895814213516e-09,7.41333401546451e-10,0,1.30744718310257e-10,0,0,0,0
ZNF782,5.18388427271557e-09,0,0,0,0,0,1.7150957906018e-08,3.32919230767071e-08,0,0,0,0,0
HIATL2,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSV,0,0,0,0,0,0,0,0,0,4.64278225815659e-06,0,0,0
RP11-498P14.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRD7,6.09414516061574e-06,2.29170649457451e-06,1.58218781367333e-06,3.28292661283218e-06,5.22537045779085e-07,0,2.87526772929655e-06,2.07453282500744e-06,9.15639519688933e-06,1.74594441743062e-06,0,2.55972562303843e-06,0
TMOD1,2.21959738799323e-07,2.20945538924022e-06,0,0,0,0,1.0185311436371e-06,0,1.0257071058686e-06,0,0,0,0
TSTD2,1.30888654732778e-10,4.42409639141728e-10,0,2.66035810168921e-10,0,0,5.34805412639488e-10,3.83565604594346e-10,3.76125701407953e-10,3.54361331773132e-10,0,5.10633969635131e-10,0
NCBP1,2.29087018899972e-10,4.85446628340484e-10,3.83881501836452e-10,1.85657653949452e-10,6.01193553551616e-10,1.24872047414797e-09,5.49371461889011e-10,0,5.00013981312955e-10,3.15070061027303e-10,0,8.59564409680616e-10,0
XPA,1.07179191244761e-07,5.89503232641148e-07,2.87165501063739e-07,6.59866786029641e-08,1.95982781528338e-07,0,5.19775399509644e-07,1.68358110370718e-07,5.79504470360146e-08,1.93750125034038e-07,0,3.30582756617772e-07,0
C9orf156,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMGN,1.67662235974134e-05,0.000276455760281503,0.000103129351949131,0,0,0,0,0.000600253986214615,0,0,0,0,0
ANP32B,0.000320242167035011,0.0014221056183138,0.00149855720758529,0.000742609236455179,0.000607270264310635,0.000724478351585588,0.000589583188516059,0.000929264337118659,0.000580314707498015,0.00228099358358063,0,0.000748716582584365,0
NANS,4.32728144163206e-07,1.5938529024213e-07,9.96680080300499e-08,3.00161639947661e-07,1.32168836974084e-07,1.27419707073089e-07,7.78740121512118e-08,2.77789559649747e-07,3.49052566876524e-07,3.77997347991938e-07,0,4.87320059118933e-07,0
TRIM14,1.99493721252132e-06,9.14082475986103e-07,1.1036867416543e-06,1.19100067749568e-06,6.8816842346122e-07,8.06062666642264e-07,1.61516129358851e-06,0,1.87030043634693e-06,5.80623387093506e-07,0,1.31436228705479e-06,0
CORO2A,2.61449792539648e-08,0,1.86217443925012e-07,0,0,1.80854067150544e-06,0,0,1.59482688188256e-07,0,0,0,0
TBC1D2,5.58568852896012e-07,0,1.21541201745616e-07,2.62889300249443e-07,9.37667945474211e-08,0,0,0,2.38666055356583e-07,0,0,0,0
ANKS6,0,9.56738086616841e-08,0,0,0,0,0,0,0,0,0,0,0
COL15A1,3.4797289825567e-07,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR1,2.22621305303345e-08,0,0,0,1.47377335031174e-08,0,1.48196866088631e-08,0,4.06448225792809e-08,0,0,3.75850669745232e-08,0
ALG2,6.47486427487798e-09,4.53008242402552e-09,9.88191952530058e-09,5.50319844504779e-09,6.70802824912411e-09,0,7.67681206448731e-09,1.02757540510431e-08,4.48342700224088e-08,1.71624494484653e-08,0,8.20962706812305e-08,0
SEC61B,8.29055403726631e-08,4.65039187770295e-08,8.01873388163952e-08,6.99228065399019e-08,7.49464605612714e-08,1.02774475309826e-07,7.55321364930424e-08,1.01398023993482e-07,1.38411923697192e-07,1.22370699616313e-07,0,3.08615310538808e-07,0
NR4A3,1.01163813513759e-05,0,0,0,6.39489117669148e-06,0,1.09887796932748e-06,0,3.81956812512549e-05,1.77719144291269e-05,0,7.36541437860232e-06,0
STX17,1.24848687789969e-08,5.14880946876223e-09,9.46785310247806e-09,2.36400670120127e-08,2.22904540698263e-09,0,1.3815832333961e-08,2.31467985538508e-08,1.69249698406068e-08,0,0,1.24393978109893e-08,0
ERP44,2.21399443056691e-07,1.39810886974101e-07,9.85689630884029e-08,2.23919271109168e-07,9.48884515644271e-08,1.81014310856943e-07,9.67593072763128e-08,7.77229746740191e-08,2.12598478656314e-07,7.38959111183926e-08,0,1.94295706805784e-07,0
INVS,1.39761403748587e-10,1.0924931329857e-09,7.74873555358159e-10,8.31082943885432e-10,4.70593941758107e-10,0,4.97204679089931e-10,0,3.11249850175328e-10,0,0,0,0
TEX10,1.28716403999703e-10,0,5.75601159902068e-10,0,8.81614855451707e-10,2.69060861186325e-09,3.29006661728038e-10,1.26161968537671e-09,3.99690668538446e-10,1.79101017417361e-09,0,0,0
MSANTD3,7.40089079766455e-09,0,7.8723209650999e-09,0,0,0,0,0,1.6928971909551e-08,0,0,0,0
MRPL50,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF189,4.43421123915229e-10,0,3.28440237997741e-10,0,1.00124848112961e-09,2.45945206356635e-09,0,0,4.00739292767574e-10,5.37920829686438e-10,0,0,0
RNF20,1.70556970247044e-10,1.54787483375266e-10,1.48087531411699e-10,5.73826343633484e-10,2.88521999974643e-10,0,7.57827227045101e-11,7.54720089423186e-10,9.16867243746132e-11,3.961182214093e-10,0,8.22801645217903e-10,0
SMC2,0,0,0,0,0,0,0,0,0,0,0,0,0
NIPSNAP3A,2.50443232790854e-08,1.06492886557603e-08,6.16741538335352e-09,2.84260681003081e-08,1.08890483858224e-08,9.65386889793564e-09,6.63947893720782e-09,4.53476061728222e-09,6.6438833649727e-08,2.69616903628698e-09,0,3.18749809868092e-08,0
NIPSNAP3B,3.15300967693842e-09,0,0,0,0,0,0,0,0,4.08104284275123e-08,0,5.50455808069816e-08,0
ABCA1,5.65792270960078e-07,0,0,8.11535397859314e-08,0,5.60159519923973e-07,0,2.15323807208099e-07,0,0,0,0,0
SLC44A1,1.38579572277516e-06,0,1.33442143622583e-07,2.34850150266189e-07,2.88310392678442e-07,0,4.69149366206072e-07,0,1.4441092326948e-06,0,0,7.02918808947201e-07,0
FSD1L,4.2041711116586e-09,0,0,2.55995373008071e-09,2.44832817396694e-09,1.41584918242552e-08,0,0,4.72990167843214e-09,1.12497629260084e-08,0,3.88382088325732e-09,0
FKTN,0,0,0,0,0,0,0,0,0,1.13644711555574e-07,0,0,0
TAL2,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM38B,5.42152043322461e-06,2.77294452868633e-06,2.7283159460478e-06,4.16018534623722e-06,7.33716672218269e-06,3.7804094906078e-06,3.13685074194722e-06,6.49143388031206e-06,4.05023151297248e-06,1.25995985604656e-05,0,7.343597897538e-06,0
RAD23B,3.72444353615085e-09,2.55499085167736e-09,5.03386994562685e-09,3.75284228249543e-09,6.75001555076909e-09,4.41024765444e-09,7.30304606969364e-09,8.62687598382838e-09,6.93710812385539e-09,1.01854040560796e-08,0,2.8548524538662e-09,0
KLF4,1.04407842331656e-06,0,6.03802109430639e-07,4.69667832778765e-06,0,0,0,0,7.07409722344796e-06,0,0,1.29429357508126e-06,0
IKBKAP,0,0,0,0,0,0,0,0,2.16450080909674e-10,0,0,1.33102004977656e-09,0
FAM206A,3.86290776603435e-11,7.14874310156855e-10,0,0,3.84668734311303e-10,0,7.11176405521487e-10,1.64361608934032e-09,1.9428147121813e-10,6.1891349540842e-10,0,0,0
CTNNAL1,4.16668053531535e-08,1.8520700721483e-07,3.14437398366813e-07,7.8253425342101e-08,3.02826567900806e-08,0,1.67902415023992e-07,1.57263386350752e-07,5.6324286931996e-08,0,0,4.60558053370159e-08,0
TMEM245,6.97954754958846e-10,5.38995317501435e-09,3.65618127798579e-09,0,1.53226117854413e-09,0,4.69473499177566e-09,5.48507059773484e-09,1.56889768981522e-09,4.74499777952116e-09,0,1.06924840791865e-09,0
AKAP2,6.73884641497435e-08,0,0,0,0,0,0,0,0,0,0,0,0
TXN,6.20832615233908e-07,9.07718975178033e-08,1.32679295268917e-07,1.82280053990243e-07,1.4692249246963e-07,7.76185120153349e-08,1.26255409112275e-07,4.69530227547669e-08,9.63813624846749e-07,6.17445442133318e-07,0,1.1835276191111e-06,7.20520258966921e-07
LPAR1,1.06836160708147e-06,0,0,0,0,0,0,0,3.58031725599326e-07,0,0,0,0
KIAA0368,2.47794087545983e-09,0,0,1.76011775816656e-09,0,6.41212163047914e-09,0,0,2.75866039482151e-09,2.62558860585457e-09,0,1.39203481015296e-09,0
ZNF483,0,0,1.49443033441637e-07,0,2.29093604081708e-07,0,0,3.68061012148554e-07,0,0,0,0,0
PTGR1,4.95041985786208e-07,0,0,0,0,0,0,2.53191088747007e-07,2.55558502686899e-07,0,0,7.9411488106376e-07,0
DNAJC25,3.22439182186072e-10,0,7.38511526591469e-10,0,4.0112510330754e-10,2.80146268201283e-09,9.01394031075889e-10,2.71012546338392e-09,7.98558608031451e-10,3.12090649404704e-09,0,4.07609551587874e-09,0
GNG10,3.8711625605673e-08,0,0,1.98656706086895e-07,3.38425941920765e-08,0,0,0,1.93332883922413e-08,0,0,3.9823116264011e-08,0
UGCG,1.65531077335001e-09,0,0,6.5284612896464e-09,5.1586461103149e-09,1.81266559943915e-08,0,0,1.16293773987193e-08,1.86066928326897e-08,0,1.64839698054819e-07,0
SUSD1,3.2959678335531e-07,0,0,1.08167282932622e-06,0,0,0,0,2.44957323385012e-07,0,0,6.87705002627506e-06,0
PTBP3,7.84634056191748e-09,5.76676190505949e-09,5.303363673695e-09,1.38204983808884e-08,9.48523616619577e-09,2.21068306960553e-08,7.286551676846e-09,7.72412038435243e-09,9.20301543571435e-09,5.46626221931371e-09,0,1.71855885910995e-08,0
HSDL2,2.93192226918358e-10,0,2.38924987631008e-10,1.28988271485378e-10,3.37403919482148e-10,0,1.79735638295752e-10,0,2.61003349930649e-10,0,0,1.05023315219427e-09,0
C9orf147,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1958,8.83269488576324e-10,0,0,6.78203640815073e-09,9.17787319251871e-09,0,0,0,0,0,0,0,0
INIP,2.22278354593559e-09,2.1318928644058e-09,3.44815247890726e-09,2.00298548680319e-09,1.72930499983491e-09,4.53998968783005e-09,1.60656869943494e-09,5.3949031507601e-09,2.51147859466665e-09,3.73747759403268e-09,0,1.61064486772921e-09,0
SNX30,8.45260529065885e-09,0,0,8.62439569409883e-09,0,0,0,0,0,0,0,0,0
SLC46A2,6.46288294340456e-08,0,0,6.93689049993088e-07,0,0,0,0,0,0,0,0,0
ZNF883,1.1682007169263e-08,5.34053449864562e-07,9.23886976371278e-08,0,0,0,0,0,0,0,0,0,0
ZFP37,0,0,2.66581145358325e-07,0,4.85217731212081e-07,0,7.18151696994089e-07,0,0,0,0,0,0
SLC31A2,9.70091705930184e-06,9.60604601464565e-07,6.87537570494339e-07,1.45295176821666e-05,3.54860488508801e-07,0,6.46958835286725e-07,5.13357286614698e-07,8.6691359734983e-06,1.85156039828143e-07,0,1.19760273637695e-06,0
FKBP15,6.54594712088897e-09,0,1.70735295956422e-09,2.46585670200385e-09,0,0,1.58008886612343e-09,2.86480523120333e-09,7.83130663287122e-10,1.50328007282102e-09,0,1.48931814545224e-09,0
SLC31A1,8.0732643623539e-09,0,1.00239129395175e-09,2.37832940344848e-09,7.59104464988697e-10,0,2.69639508637378e-09,0,3.99702641678803e-09,1.16290996056956e-09,0,9.52375557139681e-10,0
CDC26,6.95700221345999e-12,0,4.03959441552727e-11,0,0,0,0,0,0,0,0,0,0
PRPF4,9.14116659793275e-11,2.26606770756971e-10,3.29009094334025e-10,5.0797123534278e-11,3.34742976626956e-10,0,1.62467402017217e-10,8.19202776617135e-10,4.21301506261008e-10,1.03257581273914e-09,0,5.76641010096613e-10,0
BSPRY,7.35855370476526e-08,0,0,0,0,0,0,0,3.76230141707655e-07,0,0,6.1293911383196e-06,0
HDHD3,1.75040107316736e-09,1.21503708005984e-08,4.20293013091915e-09,1.07644193622839e-09,0,0,5.76645248338952e-09,7.93552231695589e-09,8.26881397077919e-10,1.16472327125976e-08,0,1.43511235514766e-08,0
ALAD,2.74377149258737e-11,3.26705552825892e-10,0,0,2.77086569892094e-10,8.65563405219699e-10,6.95621391305235e-10,0,2.16355933397846e-10,0,0,0,0
POLE3,5.12054161342449e-10,1.39261729437791e-09,2.21709168699439e-09,4.68383568411628e-10,1.55131444531681e-09,3.69169468114476e-09,1.99102075463122e-09,7.36229729118281e-09,1.21389617581237e-09,5.58413441985866e-09,0,2.07683892761943e-09,0
RGS3,0,0,0,0,0,0,3.26681352940202e-06,6.62213914428882e-07,0,0,0,0,0
ZNF618,0,0,3.42695761967468e-07,0,0,0,2.22084041108945e-07,0,1.18467179040714e-07,0,0,7.50367105098869e-07,0
AKNA,1.33598396719631e-09,2.13289000076484e-09,1.35134302459435e-09,2.59172131383038e-09,2.65425700821872e-09,8.38983583248213e-09,5.52275402848137e-09,1.8126790259411e-09,1.23734422885082e-09,8.22314015946045e-10,0,4.72642200783932e-09,0
DFNB31,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1G1,3.43715565448626e-08,2.60285054161625e-08,1.80024189937767e-08,2.79452881015339e-08,2.14228132773456e-08,1.81931535117698e-08,2.24305003814911e-08,3.00867620002141e-08,2.95040646527354e-08,2.31635201409774e-08,0,3.34977725283233e-08,3.60425883040873e-08
C9orf91,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF8,0.000698042015929251,0,0.000856031221176167,0,0.000316340199920411,0,0,0.0016087120056335,0,0,0,0,0
ASTN2,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM32,0,1.75962524671889e-08,0,0,6.33041346195915e-09,0,0,1.14167169645773e-08,0,9.22352333030607e-09,0,0,0
TLR4,5.23768551726398e-08,0,0,1.63417758369516e-08,0,0,0,0,1.67391575335069e-08,0,0,0,0
CDK5RAP2,8.16290213872141e-10,0,1.07139094663173e-10,4.16789779902769e-10,0,0,3.55169235564894e-10,0,1.143373899875e-10,0,0,2.23675774465223e-10,0
MEGF9,1.10332245140941e-05,0,3.3204929035655e-06,8.90509252119611e-06,5.26858789694786e-06,0,0,0,1.15696179579972e-05,0,0,0,0
FBXW2,6.25771605851135e-10,1.68406002283482e-09,1.06835209532687e-09,6.3115657753296e-10,1.34305884942018e-09,8.10482055625736e-10,1.38668989333233e-09,0,9.90211984948793e-10,4.72265443203228e-10,0,9.84655082917824e-10,0
PSMD5,1.57215205177669e-10,6.71233291591454e-10,6.67959827169095e-10,3.27660125942083e-10,7.70158421409879e-10,0,3.64086609009541e-10,1.3669105333716e-09,3.83014988986434e-10,9.60737526791565e-10,0,2.77564873069002e-10,0
PSMD5-AS1,2.86174318368986e-10,7.22807369317477e-10,8.05543519210376e-10,9.93178416521031e-10,1.0250712611662e-09,2.02169987499276e-09,1.94151538526836e-09,6.91955496254973e-10,5.65129274743301e-10,7.08233220625106e-10,0,8.76134244194379e-10,0
PHF19,1.70666302240507e-07,7.93092329302713e-07,9.71626539743381e-07,1.4332569802876e-06,2.11385626842454e-07,9.55765916231712e-07,6.6174405861945e-07,1.54525507507998e-06,0,5.85829060112351e-07,0,0,0
TRAF1,5.0200630965056e-07,3.37443940339863e-07,3.03965451150934e-07,4.57897074809572e-08,5.95381683017915e-08,0,3.52711944537455e-07,1.07687523485241e-06,2.36374399074984e-06,1.98476084219143e-06,0,3.00747034768438e-07,7.51203419390452e-06
CNTRL,3.15596176670747e-15,8.61815550556998e-16,2.25820407061639e-15,4.27227841406808e-15,2.55847786537552e-15,0,2.12361284662425e-15,6.40029817807246e-15,2.47797410366752e-15,1.8235725615872e-15,0,2.87429659441644e-15,0
RAB14,3.12793492053959e-08,3.73612967084481e-08,2.5814886904993e-08,3.49401678873615e-08,4.07807022938546e-08,2.40247710930523e-08,3.38005797049146e-08,8.59476901036419e-08,4.29577659892814e-08,2.50087412015642e-08,0,3.6794950953861e-08,2.19008686111711e-07
GSN,5.36737214710317e-06,0,0,3.13457951032656e-06,4.56246033771606e-06,4.75827811979375e-06,8.42510509867329e-06,0,4.79773186472555e-05,1.55444286741963e-06,0,1.53048100562476e-05,0
STOM,1.41373950093236e-06,3.39192881558598e-07,7.82629566315617e-07,1.29143108606233e-06,1.58118023305768e-07,1.90301790575055e-06,1.28295734444087e-06,4.70458994998929e-07,1.47816711819755e-06,2.26251500170475e-07,0,3.26290108153184e-07,0
TTLL11,0,0,0,0,0,0,4.39999660442133e-07,0,0,0,0,0,0
NDUFA8,1.12862679244971e-05,8.64570540538427e-06,1.8446763854321e-05,1.58323986339017e-05,1.6247413364556e-05,3.12048858159825e-05,2.34091413742336e-05,1.28344590156553e-05,1.62995316207629e-05,1.83338443398539e-05,0,3.17718431954077e-05,0
RBM18,1.5345729927789e-09,1.33241211590535e-09,1.12024382093934e-09,1.26886354436074e-09,9.3066626661941e-10,1.12803736473759e-09,2.11329970963778e-09,2.29072765839036e-09,2.63078603108978e-09,1.9955931780303e-09,2.82965998210682e-08,1.93952114200007e-09,0
MRRF,2.28115811221588e-10,0,8.2769532658432e-10,5.04840698077948e-10,2.21257923524788e-10,0,6.2642829305955e-10,6.33293433193472e-10,4.68046532417575e-10,7.48688964860582e-10,0,9.73989705377026e-10,0
PTGS1,2.12463362193156e-06,0,0,1.03506200495007e-06,6.10901427479526e-07,0,0,0,5.37302336778965e-06,0,0,0,0
RP11-542K23.7,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCL,1.14533376767914e-09,3.59594041666922e-10,9.60319846640807e-10,1.50283270400713e-09,7.11394592582737e-10,0,5.75447310099092e-10,2.10214826099167e-09,1.55499745918842e-09,1.17190067088882e-09,0,3.01957786572771e-09,0
RC3H2,1.24998694032462e-09,7.668561310616e-10,1.36507678182157e-09,9.50057972812099e-10,1.05366891507576e-09,0,1.22459026938629e-09,1.33096768519113e-09,1.25919396904213e-09,0,0,1.03160730095653e-09,0
ZBTB6,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB26,4.75792198031028e-11,0,0,4.17257499511143e-10,0,0,0,0,0,1.05625836088356e-09,0,0,0
RABGAP1,1.06704961294967e-10,0,5.23720511909227e-11,2.68917109675302e-10,1.73453821649927e-10,0,1.63203236098332e-10,3.0940140563593e-10,1.66911341194527e-10,0,0,1.9757425597875e-10,0
STRBP,4.86815310029116e-08,3.48453866154367e-07,1.04858068786439e-07,1.55112992206054e-07,5.9667760517288e-07,1.01728393276859e-06,8.68269416806842e-07,0,1.04720856752151e-07,4.85717815768856e-07,0,3.27897249281181e-06,0
DENND1A,3.96556002195989e-07,0,0,3.92554773803879e-07,0,0,2.04122230524091e-07,0,5.17339038618892e-07,0,0,4.38512960651265e-07,0
NEK6,4.96509095557676e-07,0,5.23693124342961e-08,0,1.8398539804936e-07,0,0,0,4.93159089536473e-07,7.45000148973247e-08,0,7.7572501407805e-07,0
PSMB7,4.46917651052964e-08,2.86240575671102e-08,3.13622910550275e-08,5.43413915489835e-08,4.46032452003794e-08,1.60875727282986e-08,4.05062650156983e-08,5.0480396962089e-08,4.68782692695492e-08,8.2253362172316e-08,0,8.05422305110293e-08,0
NR6A1,6.89109082937949e-06,0,0,2.53070571889611e-05,0,0,0,0,0,0,0,0,0
MIR181A2HG,1.70061243652758e-09,0,0,0,0,0,0,3.96064332768329e-08,0,0,0,0,0
RPL35,1.72752433990769e-07,4.1183915365328e-07,3.94591509663564e-07,1.9002610706738e-07,3.99236252571384e-07,3.24160439368853e-07,2.88066875173478e-07,2.80975883693549e-07,2.81911425131543e-07,4.72838715403438e-07,5.03080390063603e-07,3.03511375327152e-07,1.86762008402011e-07
ARPC5L,3.76574760908075e-08,5.00061343625178e-08,8.98914468917262e-08,4.43572602306843e-08,7.20435327396403e-08,1.32037304436986e-07,1.35808525156132e-07,5.39457901567293e-08,4.91510114013779e-08,3.0187249708474e-07,0,1.90522847409303e-07,0
GOLGA1,1.20251924281845e-08,0,2.41106003783732e-08,0,1.61368293430297e-08,0,1.04784643228024e-08,2.3536861568814e-08,5.14358215719671e-09,1.82702045890975e-08,0,0,0
