,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
PPIA,2.18790696945034e-08,2.99368912323479e-08,4.67581548185345e-08,3.49791726350394e-08,3.24434778311853e-08,3.05010094462186e-08,3.72015824845673e-08,3.05463421610751e-08,2.36408812195909e-08,1.49129023278528e-08,5.61781006842532e-08,5.70688140442498e-08,2.78355251078215e-08,4.76256340270143e-08
H2AFV,1.37606775427419e-09,2.68582318294003e-09,2.79057863066379e-09,1.88843588167672e-09,2.17352902511881e-09,2.05606411576076e-09,1.02276445553628e-09,3.48615176817506e-09,1.52525837476607e-09,8.32742746585838e-10,1.01834537894184e-09,3.50261014939287e-09,7.11286423950671e-10,3.09539612836477e-09
AC004854.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PURB,4.53255427048781e-10,0,5.46563157473539e-10,2.37606751187645e-09,0,3.57703141873259e-10,0,0,0,0,9.68033141782686e-10,9.62500823345184e-10,0,1.36591170922685e-09
RP4-673M15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1G,9.4572721700609e-06,2.3885789156138e-06,9.65111688215253e-06,6.469983697021e-07,2.5761900136253e-06,1.05459620857006e-05,2.02568779198747e-06,6.8345169029041e-07,4.04073270292128e-06,0,1.54681167386694e-06,2.76703713699081e-06,1.13220591367414e-06,1.71323356817937e-05
SNHG15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCM2,2.15059827805043e-15,4.10838376497357e-15,5.16003846735218e-15,8.50583103955125e-15,9.05039202894848e-15,4.74604579430569e-15,3.17103443426051e-15,6.9363032961903e-15,5.13325169478548e-15,3.97702968023978e-15,2.72198498427597e-15,5.24913104531832e-15,7.65816710403532e-15,1.41473972416678e-14
TBRG4,4.47831033839916e-07,1.34695123343311e-06,7.58651244185711e-07,3.20055310284022e-07,4.41349625268582e-07,9.09956675883229e-07,3.69811808571352e-07,3.7463036829816e-06,3.52101058118e-07,3.77158792872931e-06,3.75580800490571e-06,1.27143285002275e-06,1.23522005357277e-06,9.84600361108259e-07
IGFBP3,0,8.56732726114663e-07,0,0,0,1.34933977686972e-06,0,3.54895719820069e-06,0,0,0,0,0,0
TNS3,1.29816118587126e-06,0,1.77900864314979e-06,0,0,0,6.8488937828576e-07,0,0,0,1.04207054248738e-06,0,0,9.77336726706746e-07
HUS1,4.02163642001197e-10,2.04177138413083e-10,4.56576151277097e-10,0,2.16887591726173e-10,5.38365300043073e-10,1.72135882552485e-10,5.72800086171235e-10,1.06871240110803e-10,0,2.3902989629501e-10,2.49864945196087e-10,1.16995873874706e-10,4.25426837406313e-10
C7orf57,1.03978956108817e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.62657227907931e-07
UPP1,8.27100691619232e-06,6.24848695706951e-06,5.48886650447864e-06,6.41221164980287e-06,1.46805344760882e-05,1.04749799500769e-05,2.01292420778655e-06,7.08666881368372e-06,6.43319032414217e-06,6.05367232722609e-06,2.82130236152486e-06,3.01840356171943e-07,2.01908086353993e-06,1.49351496262898e-06
IKZF1,0.000600250541819791,0.0016648815910831,0.00126167190844713,0.00124440028190437,0.000890019810988455,0.00184879441541414,0.000708841057373745,0.00366465495581329,0.00376905878493842,0.00175146759743207,0.000397854317527862,0.00220701450748173,0.00083438558226774,0.00155334894336133
FIGNL1,1.19244242010183e-09,0,0,1.59126482804308e-08,0,0,3.48980138474644e-08,0,2.01436385871016e-08,0,0,0,0,0
GRB10,1.50400847631765e-07,0,0,0,0,0,7.51463481286462e-07,0,0,0,0,0,0,3.9060214906354e-07
SEC61G,1.00094454470486e-07,6.84409709463863e-08,1.20427204956571e-07,7.92904380269135e-08,4.73591243773226e-08,9.29013987759506e-08,5.38111713700584e-08,7.81738377349961e-08,7.23660215767058e-08,6.10079013280628e-08,1.09360873792928e-07,1.87248317533824e-07,4.05854805666393e-08,9.56651634024546e-08
LANCL2,7.96977050041354e-09,8.29803990835157e-09,1.15352063547866e-08,0,2.76005358103547e-08,0,1.57273176019434e-08,0,0,0,0,1.77340616808531e-08,0,2.64799835484908e-08
VOPP1,7.92549733636385e-07,2.53469931289558e-07,1.37083899873755e-06,1.47604258412001e-06,3.03064981185389e-06,1.28845879855113e-06,1.75835903698936e-06,0,4.88696017659438e-07,0,6.15488879125549e-07,2.18502762066515e-06,1.55221950501476e-06,2.96281550429436e-06
ZNF713,5.76652031267207e-10,2.83197102128092e-09,4.65573070904862e-09,0,0,3.02922626762209e-09,0,0,7.088362022123e-09,0,0,1.07759993602258e-08,0,0
GBAS,2.58295905117964e-07,2.25180716830703e-07,1.04175247756745e-06,3.70405972808398e-07,5.14922601163124e-07,4.25112773107818e-07,7.19471797328208e-07,4.10946536831683e-07,6.48728137853293e-07,0,5.99792444552369e-07,9.62789019952369e-07,8.13203215294846e-07,9.99944630875732e-07
MRPS17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSPH,2.25348048500185e-11,0,0,0,0,0,0,0,0,0,0,3.58880257240889e-10,0,0
CCT6A,6.85016488113238e-09,6.73584066027266e-09,1.54668821102569e-08,1.0426077157454e-08,7.25786180514913e-09,7.195551515269e-09,7.43053981534821e-09,1.88611298468221e-08,4.53438577047291e-09,5.44953232373128e-09,3.58749006747678e-08,1.94833486076241e-08,1.01012121946369e-08,1.33371430553191e-08
SUMF2,1.02866551661366e-10,4.38127177232208e-10,2.47306344699939e-10,2.01040972841128e-10,3.01803227069134e-10,2.51085715416655e-10,2.77794584305534e-10,1.66079189225044e-10,4.10401834708263e-10,2.9666770859282e-10,3.132786268641e-10,5.49198068058393e-10,5.51790627884062e-10,4.01858137620961e-11
CHCHD2,3.17476669488878e-07,3.35692319984465e-07,4.0054950442951e-07,3.52900047105812e-07,3.40937948911109e-07,3.58969523878837e-07,3.13478510163412e-07,4.46970414051344e-07,3.08985582308841e-07,3.71919548713056e-07,5.50546361225279e-07,6.17596114533103e-07,3.02071849324036e-07,3.67426370325381e-07
ZNF736,7.15528142595818e-11,2.49140799990356e-10,0,0,0,0,0,0,0,0,0,6.03327851031142e-10,0,3.37838566665744e-10
ZNF680,1.13788769104531e-10,3.94144831103914e-10,2.35972599536276e-10,2.39125870620524e-10,9.26132794251017e-10,1.74583736310876e-10,1.01394770170704e-09,0,3.73501362637388e-10,2.23201891836718e-09,0,5.13235743812769e-10,4.6016121892124e-10,1.74895277348029e-10
ZNF107,6.64082039466291e-11,3.54939456083375e-10,0,2.78169261806381e-10,0,0,5.68131768277426e-10,3.20903463753203e-10,5.82503930876395e-10,0,0,1.09071211260941e-09,0,1.37945332400553e-10
ZNF138,0,8.86070054502822e-10,3.94870855539104e-10,6.74375300036185e-10,2.85966406055348e-09,0,0,9.45939331112609e-10,6.15347072061544e-10,1.96726884961748e-09,1.68065064407878e-09,3.0181341447637e-09,2.22460455222291e-09,0
ZNF273,9.16540164142071e-10,6.03004704310941e-09,2.40429985927943e-09,2.93388621509396e-09,0,1.14125370752114e-09,0,3.37176656950306e-09,0,0,1.78976076754034e-09,2.29539397071044e-09,0,0
ZNF117,1.59809777645556e-10,0,0,0,0,3.49574392453967e-10,0,0,0,0,2.79248683239538e-10,0,0,0
ERV3-1,6.45840064483432e-10,1.5477251100652e-09,8.75453891562332e-10,2.48529864719054e-09,2.36348431723429e-09,1.62517006310807e-09,2.8050235724431e-09,1.96392233804631e-09,1.04835761138203e-09,0,0,1.91038534719962e-09,6.08801233627472e-10,5.66058379785988e-10
ZNF92,2.17409033693318e-10,3.31801665876806e-10,1.69980514365033e-09,6.01186820148303e-10,1.08423582309937e-09,4.19844506014693e-10,1.58811161553809e-09,1.79678304176484e-09,4.62952741322013e-10,1.15041307999038e-09,9.81371679669184e-10,1.19501737975348e-09,1.97058054207751e-09,4.26135432250753e-10
VKORC1L1,6.94117741175906e-11,1.7604789668084e-10,1.39880621964451e-10,3.11033918207499e-10,4.75061315486375e-10,7.60517202521217e-11,1.86425476363381e-10,0,1.90307837153336e-10,5.49544481548544e-10,5.25165976435974e-10,4.33739671452832e-10,0,1.81380557374469e-10
GUSB,9.75935576880617e-10,1.23319890786686e-09,6.84783477627769e-10,8.79339514655538e-10,1.336119990905e-09,1.49228240609905e-09,1.04612934027477e-09,7.48866214253557e-10,7.17304937220884e-10,7.13896794554267e-10,9.18065020870386e-10,1.97203776442604e-09,2.61008141036427e-09,1.9378347267064e-09
ASL,9.41056971900928e-16,8.67277235287976e-16,2.0286791314888e-15,3.73321193106493e-15,3.64605487900336e-15,2.68100834720497e-15,0,0,0,0,4.21961907864649e-16,0,1.16381910489054e-15,1.5800026140728e-15
CRCP,4.82633751018995e-10,6.60664649102689e-10,1.80826003272531e-09,1.60260341519005e-09,3.37623940632027e-09,9.14308072377577e-10,8.60924346240919e-10,1.72691411272459e-09,0,0,6.19999414488728e-10,4.21910587946113e-09,1.31206243355636e-09,0
TPST1,1.07984862267026e-06,1.5843565220513e-07,5.02796085004913e-07,2.85710576478623e-07,3.85479650403428e-07,0,0,3.07916112709116e-07,0,0,0,0,0,0
GS1-124K5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-124K5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-124K5.11,4.01967326422761e-10,5.69607244566399e-10,0,1.44661146018208e-09,0,5.57040452688409e-10,0,0,1.38154485681463e-09,0,0,1.25606800484767e-09,0,0
KCTD7,5.6734479576353e-08,3.22024069932515e-08,8.53155329252623e-08,1.15176718169111e-07,0,3.0849298720051e-08,6.37078686666166e-08,7.70749340105528e-08,0,0,0,0,0,6.38468914527626e-08
RABGEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-792A8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-166O4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTS2,9.72288962770989e-05,0.00059130037927115,0.000312454140463677,0.00204032502906458,0.0016360698246665,0,0.000473195375443106,0.000365697255712438,0,0,0,0.000353411377401427,0,0
POM121,7.47230438449409e-11,0,0,0,3.30743065068229e-10,0,0,0,1.38589136810946e-10,0,8.52853260957651e-11,0,0,5.3022094125251e-11
RP11-313P13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSUN5,1.5854170164994e-09,2.21113135050773e-09,2.43089841119373e-09,4.72904389743764e-09,3.59610324985411e-09,3.94928920451442e-09,6.39009786106098e-09,8.17492503225172e-09,6.85210950990534e-09,0,2.13710991916224e-08,2.46839905393332e-09,6.06080173755101e-09,3.25929257015655e-09
BAZ1B,1.19923702321856e-09,2.96187400432824e-09,3.62329425866875e-09,4.5076211503818e-09,1.90251119296233e-09,1.57098452832819e-09,1.00528117446718e-09,6.75018544728396e-09,2.66340852585682e-09,4.42719291176619e-09,2.51811419009667e-09,1.9397349757335e-09,3.4992975974035e-09,2.23834555110215e-09
BCL7B,2.62202962074699e-07,2.84383072647477e-07,4.3258019957865e-07,3.44850128369826e-07,2.53450765969314e-07,1.93549236094928e-07,2.287183614831e-07,7.32682303043707e-07,2.55191938634944e-07,2.82621540123819e-07,4.84695622503069e-07,6.06570349934705e-07,1.32893380384163e-07,3.68853602384048e-07
TBL2,2.60828066719291e-07,2.31144710313481e-07,4.42104124432437e-07,7.95033570539967e-07,2.76774532316386e-07,8.17183132803942e-08,4.00966135941289e-07,6.32175132232489e-07,7.0144989878614e-07,0,1.11911245227146e-06,7.58949190728242e-07,3.13161754614857e-07,3.91754144217191e-07
DNAJC30,5.92885384546392e-10,1.73907709933657e-09,5.02763186973771e-09,2.67016614339196e-09,1.36148843277696e-09,0,7.30015195757799e-10,5.87832112080499e-09,3.0338852756915e-09,3.5990536624866e-09,1.4157028925708e-09,5.38155044534565e-09,0,9.97054525014662e-10
WBSCR22,5.25341457941807e-09,1.58637908523172e-08,8.36459594824851e-09,1.34734717304823e-08,1.17081365427308e-08,6.87346314516633e-09,2.16547026466218e-08,2.96705965439474e-08,1.09212100198677e-08,1.1234878111016e-08,5.62611213609229e-08,3.769012651517e-08,2.3807760713072e-08,1.04108695974609e-08
STX1A,1.57615418290944e-06,5.13664169469256e-06,0,0,0,0,0,0,0,0,0,0,0,0
ABHD11,2.16488857764274e-08,0,7.04754713625869e-08,0,5.93438654839022e-08,8.93660227584853e-08,1.88137801607046e-08,2.81701941106439e-08,2.42519173451848e-08,0,2.10185978639649e-08,2.70311947626585e-08,0,0
WBSCR27,1.28773335773031e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMK1,3.81335182335645e-10,0,6.74806910983431e-10,1.82529110280644e-09,5.92605114238133e-10,2.04556281835463e-10,4.55254839127427e-10,0,0,1.54279706632768e-09,3.28671536835842e-10,3.51395196712825e-10,7.22055891133777e-10,0
EIF4H,1.13530910652039e-08,1.37183841071213e-08,2.46016027238728e-08,1.90682267979393e-08,1.83765396885539e-08,1.71768798339636e-08,1.39824569967123e-08,4.13693946099874e-08,1.28090758938994e-08,5.50631557029826e-09,3.22054957375497e-08,1.03331085985274e-08,2.20638196415567e-08,1.05841682457888e-08
LAT2,6.37151039624943e-07,1.36898120338371e-07,1.3513109186566e-06,1.19219976855802e-06,2.81174914366331e-06,1.22545845815771e-06,1.14853792904262e-06,8.61401083519572e-08,0,2.95812758423965e-07,2.26752529892135e-07,0,5.12349867352165e-07,1.48866494025473e-07
RFC2,2.40690788718175e-10,7.44434667592942e-10,0,1.74526152407203e-09,8.05680954858062e-10,5.18657963507583e-10,7.3960238325111e-10,6.78776329725825e-10,0,7.45156180824691e-10,7.61488160592553e-10,3.71471972107624e-10,3.28847827596421e-10,3.05205859629197e-10
CLIP2,4.60248003445148e-08,0,1.66118084054382e-07,0,0,1.36227566286942e-07,5.32074734002955e-07,0,0,0,0,2.76010389359834e-07,0,0
GTF2IRD1,7.85300932999302e-09,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2I,4.39691885103192e-10,1.1924874268558e-09,3.16730569433969e-10,9.35511886309207e-10,8.45499091148768e-10,1.38836711858189e-09,1.65874348887362e-09,0,1.89252196264842e-09,3.878923394177e-09,2.50262977375571e-09,1.48964114404984e-09,1.97563702581273e-09,1.02114116104417e-09
NCF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBSCR16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POM121C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIP1,3.77712417474649e-07,0,2.44398973265176e-07,7.60748491512337e-07,0,0,0,0,0,0,0,5.18637149655767e-07,0,0
RHBDD2,5.65274267397177e-08,1.46963809492178e-07,9.34346131108964e-08,3.35661012007776e-08,6.57366321716495e-08,3.99945056076005e-08,2.79101385541784e-08,4.70674910518333e-07,1.15801012609686e-07,0,3.17490266421208e-08,2.83503651182668e-08,7.21853676904724e-08,5.33279560896402e-08
POR,2.92473469979832e-08,1.3729391672397e-08,3.10095662591202e-08,1.55063370411208e-08,1.43047083385423e-08,3.19338942193572e-08,1.95827978425892e-08,2.63851962579428e-08,6.33748412446246e-09,0,4.53210805746209e-09,1.28719580165352e-08,1.77521073056152e-08,9.26963125169908e-09
STYXL1,2.96132594300518e-08,7.90024880115118e-09,3.48851964305739e-08,1.91680667897139e-08,1.35074014894343e-08,3.45011465610711e-08,9.69187210873186e-09,2.62209095368074e-08,0,0,8.18109064875476e-09,5.08145336454246e-08,3.39928264554808e-08,1.72341026732229e-08
MDH2,2.03928448457505e-08,5.99000191002983e-08,4.3636671287795e-08,6.50716900311093e-08,6.49606940954574e-08,4.6891960190252e-08,6.31490431377238e-08,4.73307973737784e-08,6.3896283512523e-08,9.77062139851631e-08,1.25628244157652e-07,1.44318859835617e-07,5.68207989118406e-08,2.70663050230387e-08
HSPB1,1.02494777792749e-05,8.34291048273826e-07,5.70492816002025e-06,1.30455511142206e-06,5.51788646701315e-07,7.66802465023911e-06,9.09490393279408e-07,1.85307696705813e-05,1.00487746281762e-06,0,3.74993902239393e-06,6.61026223765983e-06,1.6265179339122e-06,9.4824966338948e-06
YWHAG,6.25089565046542e-09,9.29342023566039e-10,9.19430380396876e-09,0,0,4.75372807627156e-09,2.21853948553223e-09,2.47431313604475e-09,2.40792700258986e-09,0,7.79465384769454e-09,5.38876675839939e-09,6.83670636088538e-09,5.54311380049131e-09
ZP3,9.54051578809659e-08,1.10604762521257e-07,3.81583558951271e-07,0,0,2.48329316803264e-07,0,3.28114938744612e-07,0,0,4.13870004944685e-07,0,0,0
DTX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POMZP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC146,4.3161102549343e-09,1.02766793665521e-08,0,1.30963184325386e-08,0,0,0,0,0,0,0,0,0,1.97280248371418e-08
FGL2,4.30998207675051e-07,2.19917270744792e-08,6.53392116982981e-07,0,0,7.48549184136844e-07,5.16100889486006e-08,0,0,0,0,8.63071307390515e-09,4.77318736525163e-08,3.02025520658486e-07
GSAP,2.53564388984836e-06,0,1.77122855285131e-06,9.07963960382205e-07,0,9.97914956115143e-07,2.90491030127243e-06,4.60570923184101e-07,0,0,7.44581602429195e-07,0,1.63162057603991e-06,2.31420420023604e-06
RP5-899E9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN12,2.83095887480021e-08,1.68350010112183e-09,2.18056630987122e-08,3.19282458937205e-09,0,8.85795347824407e-09,4.06671613179887e-09,4.52296540334543e-09,0,0,0,4.07801192742018e-09,0,4.53400017879936e-09
RSBN1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSBN1L,4.63864135957881e-09,9.49540998326258e-09,4.1648664818208e-09,7.64973447275731e-09,2.00218411048445e-08,9.53842274909077e-09,1.36304023178071e-08,1.81565622189396e-08,1.11297525241221e-08,7.92437332305311e-09,6.57692422774509e-09,7.7896094352014e-09,1.3515902160179e-08,5.21214161044163e-09
TMEM60,2.91478385698728e-08,8.37690733466579e-09,2.76289064045298e-08,1.09960119097807e-08,3.80320633386607e-09,2.14246871436912e-08,1.93952032617664e-08,7.92791620614827e-09,5.42426516753221e-09,1.10320406316183e-08,4.0395753582436e-09,2.42805043397615e-08,1.52764759060619e-08,9.8452017293703e-09
PHTF2,8.83030053416087e-10,1.38724338191102e-09,1.12746271388257e-09,2.9091373625535e-09,0,9.07023486852534e-10,3.31845708913788e-09,0,1.87239406547659e-09,4.28491798107361e-09,0,1.45947430847594e-09,2.61336907468783e-09,0
GNAI1,0,0,0,0,0,0,0,2.92581847081488e-07,0,0,0,0,0,0
CD36,8.19183356923943e-08,0,1.75511260998011e-07,0,0,4.14710408125716e-09,0,0,0,0,0,6.55534167096057e-08,0,3.28802430988804e-08
SEMA3C,4.81115163099445e-08,0,0,0,0,1.73130279579568e-07,0,0,0,0,0,0,0,0
HGF,4.05327949542507e-08,0,0,0,0,9.62421960326811e-08,0,0,0,0,0,0,0,0
AC074183.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1324L,0,1.84058086365391e-07,0,0,0,0,0,0,0,0,0,0,8.39606064691385e-07,0
AC005076.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMTF1,8.60103262618845e-10,1.30109654568603e-09,8.43270154595166e-10,1.17730912738431e-09,0,9.38442473832968e-10,1.12020981716717e-09,1.48859723571818e-09,1.39864741623108e-09,2.38767198045555e-09,1.02050226121562e-09,1.06470368749615e-09,1.1024723803987e-09,2.96579364982874e-10
TMEM243,3.71514429307409e-06,1.62750511419923e-05,6.67340265428924e-06,1.41430149155816e-05,7.84365311271328e-06,9.60550186937491e-06,3.39670702906372e-05,3.99305034223214e-05,2.10028485232015e-05,9.43636418416106e-06,3.07829484048526e-05,8.43528942058667e-06,1.96277543583634e-05,3.35308598163066e-06
TP53TG1,3.51834566765287e-09,1.06113880159436e-08,0,1.90863435998912e-08,2.39278053489554e-08,1.07629900080636e-08,0,7.93518057639408e-09,2.87221952877345e-08,4.9963726267656e-08,5.16502561533291e-09,0,0,6.26485148303396e-09
CROT,3.74901861889026e-10,8.63891000089706e-09,9.48233061886029e-09,1.09336931263634e-08,9.02413729528356e-09,4.05695162757926e-09,1.20775492132937e-08,8.9954366471809e-09,7.51283574363760e-09,0,0,4.7798626791203e-09,1.08843896571468e-08,3.05946093055497e-09
ABCB4,0,0,7.77046167080846e-07,0,0,0,2.23964736787525e-06,0,0,0,8.1956344965633e-07,0,0,0
ABCB1,1.78286245034601e-07,1.25147261193796e-06,0,2.8295504668956e-06,9.37310954345858e-06,7.63942563661313e-07,0,1.77237374145047e-06,0,6.04221630964503e-06,3.82082681287596e-06,0,8.74670142862723e-06,1.03232410035296e-06
RUNDC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A40,4.71567755218579e-10,6.15707022901198e-10,1.2703323386592e-09,3.05450626579108e-09,1.32127385161829e-09,1.33151270154907e-09,0,0,0,0,0,1.1243900498299e-09,0,7.30077157808843e-10
DBF4,1.31434454505088e-09,6.54384320943101e-09,2.66096381665536e-09,3.16520116360813e-09,5.4831820916337e-09,2.31666805873543e-09,8.74266496346651e-09,1.16140377281531e-08,0,0,4.6408808175211e-09,4.1625007319611e-09,0,1.23176019386876e-09
SRI,8.68427230611427e-07,8.57064805944786e-07,1.3716042111029e-06,1.06001995904924e-06,1.10013861371015e-06,1.15422131259749e-06,1.1016129438258e-06,6.8447258727593e-07,1.22658532091958e-06,4.71748722748195e-07,1.93927970661111e-06,1.40193741290495e-06,6.48907209503481e-07,1.30010212342371e-06
STEAP4,1.52415242702511e-07,0,8.2739831719614e-07,0,0,0,0,0,0,0,0,0,0,0
STEAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49152633313402e-08
GTPBP10,7.59523989534779e-11,1.85476520420814e-10,0,0,1.97301064453491e-10,7.27694009645427e-11,1.30502322104455e-10,0,1.66374471974147e-10,5.58872672348387e-10,2.21496199247836e-10,3.24431050321636e-10,0,6.41981293377663e-11
CLDN12,0,0,0,0,0,0,0,0,0,0,0,1.48672596980977e-07,0,4.80121498444038e-08
CDK14,2.73267681915762e-07,0,4.79416095296583e-07,0,0,6.06207634112915e-07,3.20142718537273e-07,0,0,0,7.41879434528495e-07,0,5.98514821408667e-07,1.08990344563728e-06
AC002456.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD1,2.9068949859233e-07,0,0,0,0,6.13290248513129e-07,0,0,0,0,0,0,0,0
MTERF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP9,4.64642500119997e-07,1.09600154765863e-06,8.02591734823556e-07,1.42665115985083e-06,1.72144847367434e-06,5.83219295725926e-07,1.10707870102764e-06,1.88666171673303e-06,1.31310972192477e-06,1.02970078153144e-06,7.20103997462819e-07,1.68185258040368e-06,7.0991303022661e-07,1.08698756537834e-06
CYP51A1,0,7.88428764717307e-10,1.26289631098191e-09,0,0,0,0,0,0,0,2.92298838832516e-09,3.19110025575631e-09,0,1.71314001917908e-09
KRIT1,1.95878173535574e-09,2.97333930331476e-09,3.74562093317762e-09,5.13426253543612e-09,1.81465127707694e-09,0,1.20159251787871e-09,4.62075181033372e-09,6.3455147021528e-09,8.39829988559268e-09,9.39297674519142e-10,0,2.34536071537315e-09,3.76759560930154e-09
ANKIB1,2.51210243512525e-09,2.07464529715274e-09,1.75162433611984e-09,4.50381598959654e-09,0,6.55123828478661e-10,2.92458157720125e-09,1.49719364995459e-09,3.30851018276935e-09,8.69982429812375e-09,1.05567486160596e-09,3.93861984741448e-09,0,2.51500585579446e-09
GATAD1,5.27517420006318e-10,2.3934621864018e-10,4.35867284417204e-10,5.74381721065303e-10,5.48495195545744e-10,2.7301345608628e-10,1.10880134709631e-09,0,6.08027160962276e-10,0,4.30377404681976e-10,0,0,0
PEX1,2.47407253760112e-11,9.62562788163818e-10,0,2.18367152446135e-09,1.77883540007965e-09,0,1.29733780321812e-09,1.65253164332239e-09,1.75308640570515e-09,0,5.62924041872099e-10,1.34770082684346e-09,0,3.73711727304427e-10
RBM48,7.96476292748903e-10,2.36904378584204e-09,9.42526337903488e-10,2.15948381684785e-09,2.90632754812759e-09,8.24718785724975e-10,2.14794697867988e-09,1.12263247934654e-08,5.38643314407968e-10,2.23476201960264e-09,1.02909247633924e-09,5.62558011022293e-10,3.9783360319386e-09,1.98150164698849e-09
FAM133B,6.98846279734161e-07,1.39709876991793e-06,1.72404453641105e-06,8.91512981175492e-07,1.63220168366569e-06,8.78435462050855e-07,1.2261793178162e-06,3.59181808716645e-06,1.15076902482451e-06,0,3.40000906844267e-06,3.12482329856153e-06,1.84281383645787e-06,1.0080933020716e-06
CDK6,8.20263161932568e-08,0,3.2560280358232e-07,1.14445778921752e-06,0,2.25067856240396e-07,0,6.17126666937883e-07,0,0,7.19046142127647e-07,1.25040006652284e-06,7.59503726324863e-07,4.74252925871523e-07
SAMD9,5.63244814984152e-06,3.82037509815217e-06,3.77590530468484e-06,2.95115288396047e-06,5.51856166041984e-06,4.60538995016128e-06,3.1435077357865e-06,3.65430616296557e-06,3.02399823103271e-06,4.23164711649958e-06,1.27861574082998e-06,3.11402679358395e-06,4.60976708766487e-06,5.69203136150039e-06
SAMD9L,8.20735955083837e-06,2.18314806354567e-06,5.3825599605574e-06,2.52482291642398e-06,3.6535707627886e-06,7.30540308310938e-06,5.81389744679768e-06,1.10478582485127e-06,2.00986587713355e-06,2.20471686262993e-06,3.06965451255828e-06,9.15083007393806e-06,3.57797998426544e-06,9.51283646481018e-06
CCDC132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFPI2,0,0,0,0,0,0,0,0,0,0,3.29859993299267e-06,2.54924694752978e-06,0,2.23647744725083e-06
GNG11,1.23962172845472e-06,1.82122693871258e-06,3.91063082805623e-07,2.05764266707404e-06,0,6.85565725279648e-07,2.10608434139177e-06,7.9404242419717e-07,2.24525492949381e-06,0,1.67930294358622e-06,1.90459809717478e-06,1.16322525377481e-06,1.53562018414081e-06
BET1,1.82748067682085e-06,2.24918403004525e-06,2.08978514736254e-06,1.03484483880912e-06,2.37034060802792e-06,1.96079064506072e-06,2.76854901219404e-06,2.49033989518176e-06,1.06699600020411e-06,4.83587274856174e-06,2.2243922735921e-06,3.58951965753587e-06,2.20582816139389e-06,5.69939005098834e-06
CASD1,7.1577212634644e-12,0,0,1.04592887060578e-10,1.55884688092445e-10,0,2.31203088719906e-10,0,0,0,1.08561204033488e-10,1.02346234082258e-10,0,0
SGCE,4.83608030887317e-08,0,0,0,0,0,4.1104373977849e-06,0,0,0,9.44482475091344e-07,0,0,0
PEG10,0,0,0,4.69869869711847e-07,0,0,0,0,0,0,0,0,0,0
PON2,1.93672232303653e-09,1.35986673076016e-09,8.97873897050743e-09,0,1.44635439864895e-08,0,0,0,0,0,0,6.01234422636159e-09,0,1.72548535753599e-08
PDK4,3.3943232774601e-07,0,0,0,0,1.70926438354089e-06,0,0,0,0,0,0,0,0
AC002451.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A13,2.49076742545634e-07,0,1.51493558652855e-07,2.01050514108056e-07,0,0,0,2.03966067926792e-07,0,0,1.50196486978082e-07,0,0,0
SHFM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-682N22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACN9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
